rank,entry,entry_type,frequency_band,category,usage_note
2521,Can I take pictures here?,phrase,Medium,Sightseeing and local interaction,Natural phrase people use in conversation or travel
2522,Can you recommend a local place?,phrase,Medium,Sightseeing and local interaction,Natural phrase people use in conversation or travel
2523,Can you show me where the entrance is?,phrase,Medium,Sightseeing and local interaction,Asking someone to point out a location
2524,Can you take a photo of me?,phrase,Medium,Sightseeing and local interaction,Natural phrase people use in conversation or travel
2525,Can you take it from here?,phrase,Medium,Sightseeing and local interaction,Natural phrase people use in conversation or travel
2526,"Could I have a map, please?",phrase,Medium,Sightseeing and local interaction,Polite request
2527,Do I need to cover my shoulders?,phrase,Medium,Sightseeing and local interaction,Natural phrase people use in conversation or travel
2528,Do I need to take off my shoes?,phrase,Medium,Sightseeing and local interaction,Natural phrase people use in conversation or travel
2529,Do you know where the entrance is?,phrase,Medium,Sightseeing and local interaction,Polite location question
2530,Is it safe to walk here at night?,phrase,Medium,Sightseeing and local interaction,Natural phrase people use in conversation or travel
2531,Is photography allowed?,phrase,Medium,Sightseeing and local interaction,Natural phrase people use in conversation or travel
2532,Is there a dress code?,phrase,Medium,Sightseeing and local interaction,Natural phrase people use in conversation or travel
2533,Is this place open today?,phrase,Medium,Sightseeing and local interaction,Natural phrase people use in conversation or travel
2534,It’s more crowded than I expected.,phrase,Medium,Sightseeing and local interaction,Natural phrase people use in conversation or travel
2535,It’s quieter than I expected.,phrase,Medium,Sightseeing and local interaction,Natural phrase people use in conversation or travel
2536,I’d like to learn more about this place.,phrase,Medium,Sightseeing and local interaction,Natural phrase people use in conversation or travel
2537,"Thank you, that’s perfect.",phrase,Medium,Sightseeing and local interaction,Natural phrase people use in conversation or travel
2538,What is this area called?,phrase,Medium,Sightseeing and local interaction,Natural phrase people use in conversation or travel
2539,What should I visit first?,phrase,Medium,Sightseeing and local interaction,Natural phrase people use in conversation or travel
2540,What’s worth seeing here?,phrase,Medium,Sightseeing and local interaction,Natural phrase people use in conversation or travel
2541,Where do locals eat?,phrase,Medium,Sightseeing and local interaction,Natural phrase people use in conversation or travel
2542,Where is the gift shop?,phrase,Medium,Sightseeing and local interaction,Natural phrase people use in conversation or travel
2543,Where is the main entrance?,phrase,Medium,Sightseeing and local interaction,Natural phrase people use in conversation or travel
2544,Where is the ticket office?,phrase,Medium,Sightseeing and local interaction,Natural phrase people use in conversation or travel
2545,Where is the viewpoint?,phrase,Medium,Sightseeing and local interaction,Natural phrase people use in conversation or travel
2546,Can I board now?,phrase,Medium,Travel airport,Curated natural spoken phrase
2547,Can I carry this on the plane?,phrase,Medium,Travel airport,Curated natural spoken phrase
2548,Can I change my seat?,phrase,Medium,Travel airport,Curated natural spoken phrase
2549,Can I get a baggage tag?,phrase,Medium,Travel airport,Curated natural spoken phrase
2550,Can I have a blanket?,phrase,Medium,Travel airport,Curated natural spoken phrase
2551,Can I have a vegetarian meal?,phrase,Medium,Travel airport,Curated natural spoken phrase
2552,Can I have headphones?,phrase,Medium,Travel airport,Curated natural spoken phrase
2553,Can I have some water?,phrase,Medium,Travel airport,Curated natural spoken phrase
2554,Can I move to another seat?,phrase,Medium,Travel airport,Curated natural spoken phrase
2555,Can I put my bag here?,phrase,Medium,Travel airport,Curated natural spoken phrase
2556,Can I see your passport?,phrase,Medium,Travel airport,Curated natural spoken phrase
2557,Can I take liquids in my bag?,phrase,Medium,Travel airport,Curated natural spoken phrase
2558,Can you help me find my seat?,phrase,Medium,Travel airport,Curated natural spoken phrase
2559,Can you help me rebook?,phrase,Medium,Travel airport,Curated natural spoken phrase
2560,Do I need to remove my shoes?,phrase,Medium,Travel airport,Curated natural spoken phrase
2561,Do I need to take out my laptop?,phrase,Medium,Travel airport,Curated natural spoken phrase
2562,Here is my ticket.,phrase,Medium,Travel airport,Curated natural spoken phrase
2563,Here is my visa.,phrase,Medium,Travel airport,Curated natural spoken phrase
2564,How long is the delay?,phrase,Medium,Travel airport,Curated natural spoken phrase
2565,How much is the extra baggage fee?,phrase,Medium,Travel airport,Curated natural spoken phrase
2566,I am staying at a hotel.,phrase,Medium,Travel airport,Curated natural spoken phrase
2567,I am staying with friends.,phrase,Medium,Travel airport,Curated natural spoken phrase
2568,I am travelling for tourism.,phrase,Medium,Travel airport,Curated natural spoken phrase
2569,I am travelling for work.,phrase,Medium,Travel airport,Curated natural spoken phrase
2570,I am visiting family.,phrase,Medium,Travel airport,Curated natural spoken phrase
2571,I feel airsick.,phrase,Medium,Travel airport,Curated natural spoken phrase
2572,I have a return ticket.,phrase,Medium,Travel airport,Curated natural spoken phrase
2573,I need special assistance.,phrase,Medium,Travel airport,Curated natural spoken phrase
2574,I need to file a claim.,phrase,Medium,Travel airport,Curated natural spoken phrase
2575,I need to get to my gate quickly.,phrase,Medium,Travel airport,Curated natural spoken phrase
2576,I need wheelchair assistance.,phrase,Medium,Travel airport,Curated natural spoken phrase
2577,I will stay for one week.,phrase,Medium,Travel airport,Curated natural spoken phrase
2578,I will stay for two weeks.,phrase,Medium,Travel airport,Curated natural spoken phrase
2579,Is priority boarding open?,phrase,Medium,Travel airport,Curated natural spoken phrase
2580,Is there a lounge here?,phrase,Medium,Travel airport,Curated natural spoken phrase
2581,Is this the line for passport control?,phrase,Medium,Travel airport,Curated natural spoken phrase
2582,Is this the line for security?,phrase,Medium,Travel airport,Curated natural spoken phrase
2583,My bag is overweight.,phrase,Medium,Travel airport,Curated natural spoken phrase
2584,My gate is closing.,phrase,Medium,Travel airport,Curated natural spoken phrase
2585,My luggage is delayed.,phrase,Medium,Travel airport,Curated natural spoken phrase
2586,My luggage was damaged.,phrase,Medium,Travel airport,Curated natural spoken phrase
2587,There is someone in my seat.,phrase,Medium,Travel airport,Curated natural spoken phrase
2588,When will we arrive?,phrase,Medium,Travel airport,Curated natural spoken phrase
2589,Where can I buy water?,phrase,Medium,Travel airport,Curated natural spoken phrase
2590,Where can I charge my phone?,phrase,Medium,Travel airport,Curated natural spoken phrase
2591,Where can I find a restroom?,phrase,Medium,Travel airport,Curated natural spoken phrase
2592,Where do I put my laptop?,phrase,Medium,Travel airport,Curated natural spoken phrase
2593,Where is gate B12?,phrase,Medium,Travel airport,Curated natural spoken phrase
2594,Where is lost and found?,phrase,Medium,Travel airport,Curated natural spoken phrase
2595,Where is the transfer desk?,phrase,Medium,Travel airport,Curated natural spoken phrase
2596,Will I miss my connection?,phrase,Medium,Travel airport,Curated natural spoken phrase
2597,Can I extend my stay?,phrase,Medium,Travel hotel,Curated natural spoken phrase
2598,Can I get a hair dryer?,phrase,Medium,Travel hotel,Curated natural spoken phrase
2599,Can I get an iron?,phrase,Medium,Travel hotel,Curated natural spoken phrase
2600,Can I get laundry service?,phrase,Medium,Travel hotel,Curated natural spoken phrase
2601,Can I get more soap?,phrase,Medium,Travel hotel,Curated natural spoken phrase
2602,Can I get more toilet paper?,phrase,Medium,Travel hotel,Curated natural spoken phrase
2603,Can I pay at check-in?,phrase,Medium,Travel hotel,Curated natural spoken phrase
2604,Can I pay at check-out?,phrase,Medium,Travel hotel,Curated natural spoken phrase
2605,Can I see the room first?,phrase,Medium,Travel hotel,Curated natural spoken phrase
2606,Can I speak to the manager?,phrase,Medium,Travel hotel,Curated natural spoken phrase
2607,Can someone come and check?,phrase,Medium,Travel hotel,Curated natural spoken phrase
2608,Can you book a taxi for tomorrow morning?,phrase,Medium,Travel hotel,Curated natural spoken phrase
2609,Can you clean the room?,phrase,Medium,Travel hotel,Curated natural spoken phrase
2610,Can you make up the room?,phrase,Medium,Travel hotel,Curated natural spoken phrase
2611,Can you not clean the room today?,phrase,Medium,Travel hotel,Curated natural spoken phrase
2612,Can you print this for me?,phrase,Medium,Travel hotel,Curated natural spoken phrase
2613,Can you wake me up at seven?,phrase,Medium,Travel hotel,Curated natural spoken phrase
2614,Do you have any rooms available?,phrase,Medium,Travel hotel,Curated natural spoken phrase
2615,How much is one night?,phrase,Medium,Travel hotel,Curated natural spoken phrase
2616,I need to cancel one night.,phrase,Medium,Travel hotel,Curated natural spoken phrase
2617,Is the room quiet?,phrase,Medium,Travel hotel,Curated natural spoken phrase
2618,Is there a deposit?,phrase,Medium,Travel hotel,Curated natural spoken phrase
2619,Is there a private bathroom?,phrase,Medium,Travel hotel,Curated natural spoken phrase
2620,Is there a safe in the room?,phrase,Medium,Travel hotel,Curated natural spoken phrase
2621,Is there air conditioning?,phrase,Medium,Travel hotel,Curated natural spoken phrase
2622,Is there free Wi-Fi?,phrase,Medium,Travel hotel,Curated natural spoken phrase
2623,Is there heating?,phrase,Medium,Travel hotel,Curated natural spoken phrase
2624,Is there parking?,phrase,Medium,Travel hotel,Curated natural spoken phrase
2625,Thank you for your help.,phrase,Medium,Travel hotel,Curated natural spoken phrase
2626,The bed is uncomfortable.,phrase,Medium,Travel hotel,Curated natural spoken phrase
2627,The room is noisy.,phrase,Medium,Travel hotel,Curated natural spoken phrase
2628,The room smells like smoke.,phrase,Medium,Travel hotel,Curated natural spoken phrase
2629,The sink is blocked.,phrase,Medium,Travel hotel,Curated natural spoken phrase
2630,There is a problem with the room.,phrase,Medium,Travel hotel,Curated natural spoken phrase
2631,Where is breakfast served?,phrase,Medium,Travel hotel,Curated natural spoken phrase
2632,Where is the gym?,phrase,Medium,Travel hotel,Curated natural spoken phrase
2633,Where is the laundry room?,phrase,Medium,Travel hotel,Curated natural spoken phrase
2634,Where is the pool?,phrase,Medium,Travel hotel,Curated natural spoken phrase
2635,Can I cancel this order?,phrase,Medium,Travel restaurants,Curated natural spoken phrase
2636,Can I change my order?,phrase,Medium,Travel restaurants,Curated natural spoken phrase
2637,Can I have a coffee to go?,phrase,Medium,Travel restaurants,Curated natural spoken phrase
2638,Can I have bottled water?,phrase,Medium,Travel restaurants,Curated natural spoken phrase
2639,Can I have tap water?,phrase,Medium,Travel restaurants,Curated natural spoken phrase
2640,Can I have the rest packed?,phrase,Medium,Travel restaurants,Curated natural spoken phrase
2641,Can we get some water for the table?,phrase,Medium,Travel restaurants,Curated natural spoken phrase
2642,Can we get the food to go?,phrase,Medium,Travel restaurants,Curated natural spoken phrase
2643,Can we have a few more minutes?,phrase,Medium,Travel restaurants,Curated natural spoken phrase
2644,Can we have a high chair?,phrase,Medium,Travel restaurants,Curated natural spoken phrase
2645,Can we have a quiet table?,phrase,Medium,Travel restaurants,Curated natural spoken phrase
2646,Can we have a table near the window?,phrase,Medium,Travel restaurants,Curated natural spoken phrase
2647,Can we order now?,phrase,Medium,Travel restaurants,Curated natural spoken phrase
2648,Can you explain this dish?,phrase,Medium,Travel restaurants,Curated natural spoken phrase
2649,"Can you pack this, please?",phrase,Medium,Travel restaurants,Curated natural spoken phrase
2650,Could we have separate bills?,phrase,Medium,Travel restaurants,Curated natural spoken phrase
2651,Do you have a menu with pictures?,phrase,Medium,Travel restaurants,Curated natural spoken phrase
2652,Do you have an English menu?,phrase,Medium,Travel restaurants,Curated natural spoken phrase
2653,I think there is a mistake on the bill.,phrase,Medium,Travel restaurants,Curated natural spoken phrase
2654,Is service included?,phrase,Medium,Travel restaurants,Curated natural spoken phrase
2655,Is the tip included?,phrase,Medium,Travel restaurants,Curated natural spoken phrase
2656,Is this dish local?,phrase,Medium,Travel restaurants,Curated natural spoken phrase
2657,Is this dish traditional?,phrase,Medium,Travel restaurants,Curated natural spoken phrase
2658,Is this enough for one person?,phrase,Medium,Travel restaurants,Curated natural spoken phrase
2659,Is this enough to share?,phrase,Medium,Travel restaurants,Curated natural spoken phrase
2660,"Thank you, everything was great.",phrase,Medium,Travel restaurants,Curated natural spoken phrase
2661,That was excellent.,phrase,Medium,Travel restaurants,Curated natural spoken phrase
2662,The bill seems wrong.,phrase,Medium,Travel restaurants,Curated natural spoken phrase
2663,We didn't order this.,phrase,Medium,Travel restaurants,Curated natural spoken phrase
2664,"We ordered one, not two.",phrase,Medium,Travel restaurants,Curated natural spoken phrase
2665,We're not ready yet.,phrase,Medium,Travel restaurants,Curated natural spoken phrase
2666,We're ready to order.,phrase,Medium,Travel restaurants,Curated natural spoken phrase
2667,What is in this dish?,phrase,Medium,Travel restaurants,Curated natural spoken phrase
2668,"Can I get a table for two, please?",phrase,Medium,Travel restaurants and cafes,Polite request
2669,"Can I get more napkins, please?",phrase,Medium,Travel restaurants and cafes,Polite request
2670,Can I have another spoon?,phrase,Medium,Travel restaurants and cafes,Natural phrase people use in conversation or travel
2671,Can I have more napkins?,phrase,Medium,Travel restaurants and cafes,Natural phrase people use in conversation or travel
2672,Can I have no ice?,phrase,Medium,Travel restaurants and cafes,Natural phrase people use in conversation or travel
2673,Can I have rice instead of fries?,phrase,Medium,Travel restaurants and cafes,Natural phrase people use in conversation or travel
2674,Can I have the bill?,phrase,Medium,Travel restaurants and cafes,Natural phrase people use in conversation or travel
2675,Can I have the dessert menu?,phrase,Medium,Travel restaurants and cafes,Natural phrase people use in conversation or travel
2676,Can I order this to go?,phrase,Medium,Travel restaurants and cafes,Natural phrase people use in conversation or travel
2677,Can we have a table for two?,phrase,Medium,Travel restaurants and cafes,Natural phrase people use in conversation or travel
2678,Can we pay at the counter?,phrase,Medium,Travel restaurants and cafes,Natural phrase people use in conversation or travel
2679,Can we pay at the table?,phrase,Medium,Travel restaurants and cafes,Natural phrase people use in conversation or travel
2680,Can we sit by the window?,phrase,Medium,Travel restaurants and cafes,Natural phrase people use in conversation or travel
2681,Can you make it mild?,phrase,Medium,Travel restaurants and cafes,Natural phrase people use in conversation or travel
2682,Can you make it without meat?,phrase,Medium,Travel restaurants and cafes,Natural phrase people use in conversation or travel
2683,Can you show me where a good cafe nearby is?,phrase,Medium,Travel restaurants and cafes,Asking someone to point out a location
2684,Can you show me where the restroom is?,phrase,Medium,Travel restaurants and cafes,Asking someone to point out a location
2685,"Could I have a table for two, please?",phrase,Medium,Travel restaurants and cafes,Polite request
2686,"Could I have more napkins, please?",phrase,Medium,Travel restaurants and cafes,Polite request
2687,Do we need a reservation?,phrase,Medium,Travel restaurants and cafes,Natural phrase people use in conversation or travel
2688,Do you have takeaway?,phrase,Medium,Travel restaurants and cafes,Natural phrase people use in conversation or travel
2689,Do you know where a good cafe nearby is?,phrase,Medium,Travel restaurants and cafes,Polite location question
2690,Do you know where the restroom is?,phrase,Medium,Travel restaurants and cafes,Polite location question
2691,Does this contain alcohol?,phrase,Medium,Travel restaurants and cafes,Natural phrase people use in conversation or travel
2692,Does this contain nuts?,phrase,Medium,Travel restaurants and cafes,Natural phrase people use in conversation or travel
2693,Does this contain pork?,phrase,Medium,Travel restaurants and cafes,Natural phrase people use in conversation or travel
2694,Everything was delicious.,phrase,Medium,Travel restaurants and cafes,Natural phrase people use in conversation or travel
2695,I can’t eat gluten.,phrase,Medium,Travel restaurants and cafes,Natural phrase people use in conversation or travel
2696,Is tip included?,phrase,Medium,Travel restaurants and cafes,Natural phrase people use in conversation or travel
2697,Service was great.,phrase,Medium,Travel restaurants and cafes,Natural phrase people use in conversation or travel
2698,We need a few more minutes.,phrase,Medium,Travel restaurants and cafes,Natural phrase people use in conversation or travel
2699,We’re still deciding.,phrase,Medium,Travel restaurants and cafes,Natural phrase people use in conversation or travel
2700,What is the local specialty?,phrase,Medium,Travel restaurants and cafes,Natural phrase people use in conversation or travel
2701,Where is a good cafe nearby?,phrase,Medium,Travel restaurants and cafes,Common location question
2702,Where is the restroom?,phrase,Medium,Travel restaurants and cafes,Natural phrase people use in conversation or travel
2703,Can you call a doctor?,phrase,Medium,Travel safety and emergencies,Natural phrase people use in conversation or travel
2704,Can you call my hotel?,phrase,Medium,Travel safety and emergencies,Natural phrase people use in conversation or travel
2705,Can you call this number?,phrase,Medium,Travel safety and emergencies,Natural phrase people use in conversation or travel
2706,Can you help me explain this?,phrase,Medium,Travel safety and emergencies,Natural phrase people use in conversation or travel
2707,Can you help me? I think i left my bag in the taxi.,phrase,Medium,Travel safety and emergencies,Asking for help with a specific problem
2708,Can you help me? My passport is missing.,phrase,Medium,Travel safety and emergencies,Asking for help with a specific problem
2709,Can you help me? My wallet is missing.,phrase,Medium,Travel safety and emergencies,Asking for help with a specific problem
2710,Can you show me where the police station is?,phrase,Medium,Travel safety and emergencies,Asking someone to point out a location
2711,Can you translate this?,phrase,Medium,Travel safety and emergencies,Natural phrase people use in conversation or travel
2712,Do you know where I can call my family?,phrase,Medium,Travel safety and emergencies,Asking for help with a practical need
2713,Do you know where I can call my hotel?,phrase,Medium,Travel safety and emergencies,Asking for help with a practical need
2714,Do you know where I can cancel my card?,phrase,Medium,Travel safety and emergencies,Asking for help with a practical need
2715,Do you know where the police station is?,phrase,Medium,Travel safety and emergencies,Polite location question
2716,Do you speak English?,phrase,Medium,Travel safety and emergencies,Natural phrase people use in conversation or travel
2717,I can’t find my friend.,phrase,Medium,Travel safety and emergencies,Natural phrase people use in conversation or travel
2718,I don’t feel safe here.,phrase,Medium,Travel safety and emergencies,Natural phrase people use in conversation or travel
2719,I need a replacement passport.,phrase,Medium,Travel safety and emergencies,Natural phrase people use in conversation or travel
2720,I need a written report.,phrase,Medium,Travel safety and emergencies,Natural phrase people use in conversation or travel
2721,I need an ambulance.,phrase,Medium,Travel safety and emergencies,Natural phrase people use in conversation or travel
2722,I need the police.,phrase,Medium,Travel safety and emergencies,Natural phrase people use in conversation or travel
2723,I need to contact my embassy.,phrase,Medium,Travel safety and emergencies,Natural phrase people use in conversation or travel
2724,I’m lost.,phrase,Medium,Travel safety and emergencies,Natural phrase people use in conversation or travel
2725,My child is missing.,phrase,Medium,Travel safety and emergencies,Natural phrase people use in conversation or travel
2726,Please call security.,phrase,Medium,Travel safety and emergencies,Natural phrase people use in conversation or travel
2727,Please don’t leave me alone.,phrase,Medium,Travel safety and emergencies,Natural phrase people use in conversation or travel
2728,Please write the address here.,phrase,Medium,Travel safety and emergencies,Natural phrase people use in conversation or travel
2729,Please write your name here.,phrase,Medium,Travel safety and emergencies,Natural phrase people use in conversation or travel
2730,Someone stole my wallet.,phrase,Medium,Travel safety and emergencies,Natural phrase people use in conversation or travel
2731,There has been an accident.,phrase,Medium,Travel safety and emergencies,Natural phrase people use in conversation or travel
2732,We got separated.,phrase,Medium,Travel safety and emergencies,Natural phrase people use in conversation or travel
2733,Where is the emergency room?,phrase,Medium,Travel safety and emergencies,Natural phrase people use in conversation or travel
2734,Where is the nearest embassy?,phrase,Medium,Travel safety and emergencies,Natural phrase people use in conversation or travel
2735,Can I get a refund form?,phrase,Medium,Travel shopping,Curated natural spoken phrase
2736,Can I get a tax-free form?,phrase,Medium,Travel shopping,Curated natural spoken phrase
2737,Can I take this before flying?,phrase,Medium,Travel shopping,Curated natural spoken phrase
2738,Can I take this with food?,phrase,Medium,Travel shopping,Curated natural spoken phrase
2739,Can you activate it for me?,phrase,Medium,Travel shopping,Curated natural spoken phrase
2740,Can you pack it safely?,phrase,Medium,Travel shopping,Curated natural spoken phrase
2741,Can you recommend something?,phrase,Medium,Travel shopping,Curated natural spoken phrase
2742,Can you wrap it?,phrase,Medium,Travel shopping,Curated natural spoken phrase
2743,Do I need a prescription?,phrase,Medium,Travel shopping,Curated natural spoken phrase
2744,Do you have a local SIM card?,phrase,Medium,Travel shopping,Curated natural spoken phrase
2745,Do you have prepaid SIM cards?,phrase,Medium,Travel shopping,Curated natural spoken phrase
2746,Do you have travel adapters?,phrase,Medium,Travel shopping,Curated natural spoken phrase
2747,How many should I take?,phrase,Medium,Travel shopping,Curated natural spoken phrase
2748,How much data is included?,phrase,Medium,Travel shopping,Curated natural spoken phrase
2749,How often should I take it?,phrase,Medium,Travel shopping,Curated natural spoken phrase
2750,I need a gift for a child.,phrase,Medium,Travel shopping,Curated natural spoken phrase
2751,I need a gift for my friend.,phrase,Medium,Travel shopping,Curated natural spoken phrase
2752,I need medicine for a cold.,phrase,Medium,Travel shopping,Curated natural spoken phrase
2753,I need medicine for a headache.,phrase,Medium,Travel shopping,Curated natural spoken phrase
2754,I need something for allergies.,phrase,Medium,Travel shopping,Curated natural spoken phrase
2755,I need sunscreen.,phrase,Medium,Travel shopping,Curated natural spoken phrase
2756,I need toothpaste.,phrase,Medium,Travel shopping,Curated natural spoken phrase
2757,I'm looking for a pharmacy.,phrase,Medium,Travel shopping,Curated natural spoken phrase
2758,I'm looking for a phone shop.,phrase,Medium,Travel shopping,Curated natural spoken phrase
2759,I'm looking for a souvenir shop.,phrase,Medium,Travel shopping,Curated natural spoken phrase
2760,I'm looking for a supermarket.,phrase,Medium,Travel shopping,Curated natural spoken phrase
2761,Is this handmade?,phrase,Medium,Travel shopping,Curated natural spoken phrase
2762,Is this made locally?,phrase,Medium,Travel shopping,Curated natural spoken phrase
2763,Is this safe to take?,phrase,Medium,Travel shopping,Curated natural spoken phrase
2764,Where can I claim tax back?,phrase,Medium,Travel shopping,Curated natural spoken phrase
2765,Can I buy a ticket on the bus?,phrase,Medium,Travel transport,Curated natural spoken phrase
2766,Can I buy a ticket on the train?,phrase,Medium,Travel transport,Curated natural spoken phrase
2767,Can I pay through the app?,phrase,Medium,Travel transport,Curated natural spoken phrase
2768,Can I pay with cash?,phrase,Medium,Travel transport,Curated natural spoken phrase
2769,Can you help me find the right platform?,phrase,Medium,Travel transport,Curated natural spoken phrase
2770,Can you help with the suitcase?,phrase,Medium,Travel transport,Curated natural spoken phrase
2771,Can you open the trunk?,phrase,Medium,Travel transport,Curated natural spoken phrase
2772,Can you take me to my hotel?,phrase,Medium,Travel transport,Curated natural spoken phrase
2773,Can you take me to the airport?,phrase,Medium,Travel transport,Curated natural spoken phrase
2774,Can you take me to the train station?,phrase,Medium,Travel transport,Curated natural spoken phrase
2775,Can you take me to this location?,phrase,Medium,Travel transport,Curated natural spoken phrase
2776,Do I need to validate the ticket?,phrase,Medium,Travel transport,Curated natural spoken phrase
2777,How many stops is it?,phrase,Medium,Travel transport,Curated natural spoken phrase
2778,How much will it cost?,phrase,Medium,Travel transport,Curated natural spoken phrase
2779,How often does the bus come?,phrase,Medium,Travel transport,Curated natural spoken phrase
2780,How often does the train come?,phrase,Medium,Travel transport,Curated natural spoken phrase
2781,I need to catch a flight.,phrase,Medium,Travel transport,Curated natural spoken phrase
2782,I need to catch a train.,phrase,Medium,Travel transport,Curated natural spoken phrase
2783,I think I'm lost.,phrase,Medium,Travel transport,Curated natural spoken phrase
2784,I think I'm on the wrong train.,phrase,Medium,Travel transport,Curated natural spoken phrase
2785,Is there a direct bus?,phrase,Medium,Travel transport,Curated natural spoken phrase
2786,Is there a direct train?,phrase,Medium,Travel transport,Curated natural spoken phrase
2787,Is this going downtown?,phrase,Medium,Travel transport,Curated natural spoken phrase
2788,Is this going to the city center?,phrase,Medium,Travel transport,Curated natural spoken phrase
2789,Is this price fixed?,phrase,Medium,Travel transport,Curated natural spoken phrase
2790,Please avoid toll roads.,phrase,Medium,Travel transport,Curated natural spoken phrase
2791,Please follow the map.,phrase,Medium,Travel transport,Curated natural spoken phrase
2792,Please stop here.,phrase,Medium,Travel transport,Curated natural spoken phrase
2793,Please take the fastest route.,phrase,Medium,Travel transport,Curated natural spoken phrase
2794,Please tell me when to get off.,phrase,Medium,Travel transport,Curated natural spoken phrase
2795,Please wait for me.,phrase,Medium,Travel transport,Curated natural spoken phrase
2796,The bus was cancelled.,phrase,Medium,Travel transport,Curated natural spoken phrase
2797,The ticket machine isn't working.,phrase,Medium,Travel transport,Curated natural spoken phrase
2798,The train was cancelled.,phrase,Medium,Travel transport,Curated natural spoken phrase
2799,There are no taxis available.,phrase,Medium,Travel transport,Curated natural spoken phrase
2800,Where can I buy a ticket?,phrase,Medium,Travel transport,Curated natural spoken phrase
2801,Where do I validate the ticket?,phrase,Medium,Travel transport,Curated natural spoken phrase
2802,Which stop should I get off at?,phrase,Medium,Travel transport,Curated natural spoken phrase
2803,Drive safely in this weather.,phrase,Medium,Weather and small talk,Natural phrase people use in conversation or travel
2804,I forgot my umbrella.,phrase,Medium,Weather and small talk,Natural phrase people use in conversation or travel
2805,I should have brought a jacket.,phrase,Medium,Weather and small talk,Natural phrase people use in conversation or travel
2806,It’s cloudy.,phrase,Medium,Weather and small talk,Natural phrase people use in conversation or travel
2807,It’s colder than I expected.,phrase,Medium,Weather and small talk,Natural phrase people use in conversation or travel
2808,It’s humid.,phrase,Medium,Weather and small talk,Natural phrase people use in conversation or travel
2809,It’s raining.,phrase,Medium,Weather and small talk,Natural phrase people use in conversation or travel
2810,It’s such a nice day.,phrase,Medium,Weather and small talk,Natural phrase people use in conversation or travel
2811,It’s too hot today.,phrase,Medium,Weather and small talk,Natural phrase people use in conversation or travel
2812,It’s warmer than yesterday.,phrase,Medium,Weather and small talk,Natural phrase people use in conversation or travel
2813,It’s windy outside.,phrase,Medium,Weather and small talk,Natural phrase people use in conversation or travel
2814,Let’s go inside.,phrase,Medium,Weather and small talk,Natural phrase people use in conversation or travel
2815,Stay warm.,phrase,Medium,Weather and small talk,Natural phrase people use in conversation or travel
2816,The sky is clear.,phrase,Medium,Weather and small talk,Natural phrase people use in conversation or travel
2817,The sun is out.,phrase,Medium,Weather and small talk,Natural phrase people use in conversation or travel
2818,The weather changed quickly.,phrase,Medium,Weather and small talk,Natural phrase people use in conversation or travel
2819,The weather is beautiful.,phrase,Medium,Weather and small talk,Natural phrase people use in conversation or travel
2820,This weather is perfect for coffee.,phrase,Medium,Weather and small talk,Natural phrase people use in conversation or travel
2821,This weather makes me sleepy.,phrase,Medium,Weather and small talk,Natural phrase people use in conversation or travel
2822,Can we discuss it later?,phrase,Medium,Work-lite casual,Natural phrase people use in conversation
2823,Can we talk after lunch?,phrase,Medium,Work-lite casual,Natural phrase people use in conversation
2824,Can you send me the file?,phrase,Medium,Work-lite casual,Natural phrase people use in conversation
2825,Can you share the link?,phrase,Medium,Work-lite casual,Natural phrase people use in conversation
2826,I didn't receive it.,phrase,Medium,Work-lite casual,Natural phrase people use in conversation
2827,I have a quick question.,phrase,Medium,Work-lite casual,Natural phrase people use in conversation
2828,I need a small favor.,phrase,Medium,Work-lite casual,Natural phrase people use in conversation
2829,I need your opinion.,phrase,Medium,Work-lite casual,Natural phrase people use in conversation
2830,I received it.,phrase,Medium,Work-lite casual,Natural phrase people use in conversation
2831,I replied to your email.,phrase,Medium,Work-lite casual,Natural phrase people use in conversation
2832,I saw your email.,phrase,Medium,Work-lite casual,Natural phrase people use in conversation
2833,I'll check and get back to you.,phrase,Medium,Work-lite casual,Natural phrase people use in conversation
2834,I'll follow up.,phrase,Medium,Work-lite casual,Natural phrase people use in conversation
2835,I'll handle it.,phrase,Medium,Work-lite casual,Natural phrase people use in conversation
2836,I'll send it soon.,phrase,Medium,Work-lite casual,Natural phrase people use in conversation
2837,I'll take care of it.,phrase,Medium,Work-lite casual,Natural phrase people use in conversation
2838,I'm at work.,phrase,Medium,Work-lite casual,Natural phrase people use in conversation
2839,I'm finishing something.,phrase,Medium,Work-lite casual,Natural phrase people use in conversation
2840,I'm in the office.,phrase,Medium,Work-lite casual,Natural phrase people use in conversation
2841,I'm on a call.,phrase,Medium,Work-lite casual,Natural phrase people use in conversation
2842,I'm on lunch break.,phrase,Medium,Work-lite casual,Natural phrase people use in conversation
2843,I'm working from home.,phrase,Medium,Work-lite casual,Natural phrase people use in conversation
2844,It should be fine.,phrase,Medium,Work-lite casual,Natural phrase people use in conversation
2845,Let me check with them.,phrase,Medium,Work-lite casual,Natural phrase people use in conversation
2846,Let's not overcomplicate it.,phrase,Medium,Work-lite casual,Natural phrase people use in conversation
2847,No need to worry.,phrase,Medium,Work-lite casual,Natural phrase people use in conversation
2848,Sorry for the late reply.,phrase,Medium,Work-lite casual,Natural phrase people use in conversation
2849,Thanks for the update.,phrase,Medium,Work-lite casual,Natural phrase people use in conversation
2850,That makes sense to me.,phrase,Medium,Work-lite casual,Natural phrase people use in conversation
